CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,,,,,
no_checking,36,prior_payments_delayed,other,7671,unknown,4_to_7,4,male,none,4,unknown,58,none,free,3,skilled,2,yes,yes,,,,,
no_checking,56,outstanding_credit,appliances,8005,unknown,4_to_7,5,male,guarantor,4,car_other,56,none,free,2,skilled,1,yes,yes,,,,,
less_0,10,all_credits_paid_back,car_new,3237,less_100,less_1,3,female,none,3,real_estate,32,none,own,2,skilled,1,none,yes,,,,,
no_checking,34,outstanding_credit,furniture,5424,greater_1000,greater_7,5,male,co-applicant,5,car_other,33,none,free,1,skilled,1,yes,yes,,,,,
less_0,20,credits_paid_to_date,furniture,3366,less_100,4_to_7,3,male,none,1,car_other,44,stores,own,2,unskilled,1,yes,yes,,,,,
less_0,17,prior_payments_delayed,car_new,1721,less_100,4_to_7,3,male,none,1,car_other,30,none,rent,1,skilled,1,none,yes,,,,,
less_0,6,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,co-applicant,2,real_estate,27,none,rent,1,skilled,1,none,yes,,,,,
no_checking,47,outstanding_credit,radio_tv,7388,500_to_1000,1_to_4,4,female,co-applicant,5,savings_insurance,43,none,free,2,skilled,1,yes,yes,,,,,
less_0,33,prior_payments_delayed,furniture,250,100_to_500,greater_7,3,male,none,3,real_estate,21,stores,own,1,unskilled,1,yes,yes,,,,,
less_0,9,prior_payments_delayed,car_used,2376,less_100,1_to_4,2,male,none,3,savings_insurance,41,bank,rent,2,unskilled,1,none,yes,,,,,
0_to_200,38,outstanding_credit,other,6830,greater_1000,greater_7,4,male,none,3,car_other,33,none,own,2,skilled,2,yes,yes,,,,,
less_0,4,all_credits_paid_back,repairs,250,less_100,1_to_4,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,,,,,
less_0,13,credits_paid_to_date,vacation,250,100_to_500,4_to_7,2,female,co-applicant,2,car_other,29,stores,own,1,unskilled,1,none,yes,,,,,
no_checking,36,prior_payments_delayed,appliances,9570,100_to_500,4_to_7,4,male,co-applicant,3,car_other,53,none,free,2,skilled,1,yes,yes,,,,,
0_to_200,25,credits_paid_to_date,radio_tv,4535,100_to_500,less_1,2,male,none,3,unknown,31,none,own,1,skilled,1,none,yes,,,,,
0_to_200,16,prior_payments_delayed,radio_tv,2321,less_100,less_1,2,female,none,2,car_other,39,bank,rent,1,unemployed,1,none,yes,,,,,
no_checking,42,credits_paid_to_date,furniture,6640,100_to_500,1_to_4,3,male,none,4,car_other,36,none,own,2,skilled,1,none,yes,,,,,
less_0,20,credits_paid_to_date,appliances,2615,less_100,less_1,2,female,none,1,savings_insurance,32,stores,own,1,skilled,1,none,yes,,,,,
0_to_200,19,prior_payments_delayed,retraining,3944,100_to_500,1_to_4,2,female,none,2,car_other,43,none,own,2,skilled,1,none,yes,,,,,
0_to_200,15,no_credits,car_used,1671,less_100,unemployed,2,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,,,,,
no_checking,26,prior_payments_delayed,radio_tv,4426,100_to_500,greater_7,3,female,none,3,car_other,46,bank,rent,2,unemployed,1,none,yes,,,,,
no_checking,31,prior_payments_delayed,appliances,3453,500_to_1000,less_1,3,female,co-applicant,3,savings_insurance,27,none,own,1,skilled,1,yes,yes,,,,,
no_checking,29,prior_payments_delayed,radio_tv,10213,500_to_1000,less_1,3,male,none,4,car_other,38,none,own,2,management_self-employed,1,none,yes,,,,,
less_0,4,no_credits,furniture,1259,less_100,unemployed,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,,,,,
less_0,8,all_credits_paid_back,car_new,1914,less_100,less_1,2,female,none,1,car_other,25,stores,own,1,skilled,1,none,yes,,,,,
greater_200,39,prior_payments_delayed,furniture,4735,500_to_1000,greater_7,4,female,none,3,unknown,45,stores,own,2,skilled,1,none,yes,,,,,
no_checking,33,outstanding_credit,vacation,7236,unknown,greater_7,5,male,co-applicant,4,car_other,43,stores,own,2,unskilled,2,none,yes,,,,,
no_checking,26,outstanding_credit,furniture,4834,500_to_1000,1_to_4,4,male,none,5,unknown,42,none,own,1,management_self-employed,1,yes,yes,,,,,
no_checking,22,prior_payments_delayed,car_used,2916,500_to_1000,1_to_4,3,male,none,3,savings_insurance,27,none,own,1,skilled,1,none,yes,,,,,
less_0,4,credits_paid_to_date,car_used,250,100_to_500,1_to_4,2,female,none,1,savings_insurance,26,bank,rent,1,unskilled,1,none,yes,,,,,
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,19,stores,rent,1,unskilled,1,none,yes,,,,,
0_to_200,12,credits_paid_to_date,car_new,3838,less_100,less_1,2,female,none,1,real_estate,20,none,own,1,skilled,1,none,yes,,,,,
0_to_200,4,no_credits,car_new,1637,100_to_500,less_1,1,female,none,2,savings_insurance,28,none,own,2,skilled,1,none,yes,,,,,
0_to_200,16,credits_paid_to_date,car_used,3806,less_100,1_to_4,2,female,none,1,savings_insurance,36,stores,free,1,skilled,1,none,yes,,,,,
no_checking,10,credits_paid_to_date,education,727,500_to_1000,greater_7,4,male,none,4,unknown,46,none,free,1,skilled,1,yes,yes,,,,,
no_checking,12,outstanding_credit,radio_tv,2331,unknown,greater_7,1,male,co-applicant,4,real_estate,49,none,own,1,skilled,1,yes,yes,,,,,
less_0,9,prior_payments_delayed,car_used,842,500_to_1000,4_to_7,3,male,none,3,car_other,32,none,own,1,skilled,2,yes,yes,,,,,
0_to_200,29,credits_paid_to_date,education,3458,less_100,less_1,2,male,none,2,car_other,45,stores,rent,1,skilled,1,none,yes,,,,,
less_0,21,credits_paid_to_date,car_new,1519,less_100,less_1,2,female,none,2,savings_insurance,24,none,own,1,skilled,1,none,yes,,,,,
0_to_200,10,prior_payments_delayed,car_new,2165,less_100,4_to_7,2,male,none,1,car_other,34,none,own,1,skilled,1,yes,yes,,,,,
no_checking,28,outstanding_credit,furniture,9054,500_to_1000,greater_7,4,male,guarantor,4,car_other,57,none,own,2,skilled,1,yes,yes,,,,,
greater_200,13,all_credits_paid_back,furniture,3971,less_100,less_1,2,male,none,1,real_estate,37,bank,own,1,unemployed,1,none,yes,,,,,
less_0,12,all_credits_paid_back,furniture,1851,less_100,1_to_4,3,female,none,2,real_estate,22,none,own,1,skilled,1,none,yes,,,,,
no_checking,28,outstanding_credit,business,6891,500_to_1000,4_to_7,3,female,none,4,unknown,48,none,own,2,skilled,2,yes,yes,,,,,
no_checking,15,credits_paid_to_date,car_used,3998,less_100,4_to_7,3,male,none,4,car_other,32,none,own,1,skilled,1,none,yes,,,,,
greater_200,26,credits_paid_to_date,furniture,3308,100_to_500,4_to_7,4,female,none,4,car_other,55,none,own,2,management_self-employed,1,yes,yes,,,,,
0_to_200,4,prior_payments_delayed,education,252,less_100,1_to_4,2,female,none,1,savings_insurance,34,stores,rent,1,skilled,1,none,yes,,,,,
less_0,9,all_credits_paid_back,car_used,649,100_to_500,less_1,1,female,none,2,savings_insurance,23,none,rent,1,skilled,1,none,yes,,,,,
0_to_200,17,credits_paid_to_date,car_used,5772,less_100,4_to_7,2,male,none,3,car_other,31,stores,own,1,skilled,1,yes,yes,,,,,
less_0,4,all_credits_paid_back,education,2371,less_100,less_1,2,female,none,3,real_estate,22,none,own,2,management_self-employed,1,none,yes,,,,,
no_checking,27,outstanding_credit,radio_tv,4933,unknown,greater_7,5,male,none,5,car_other,47,none,own,2,skilled,2,none,yes,,,,,
no_checking,21,credits_paid_to_date,car_used,1191,100_to_500,4_to_7,4,female,none,4,real_estate,30,none,own,1,skilled,1,none,yes,,,,,
no_checking,44,outstanding_credit,appliances,6432,greater_1000,greater_7,5,male,co-applicant,5,car_other,55,none,own,2,skilled,2,yes,yes,,,,,
less_0,13,all_credits_paid_back,furniture,815,less_100,unemployed,2,male,none,1,real_estate,19,none,own,1,management_self-employed,1,none,yes,,,,,
0_to_200,19,credits_paid_to_date,furniture,1246,500_to_1000,4_to_7,3,female,none,3,savings_insurance,44,bank,own,2,unemployed,1,none,yes,,,,,
less_0,14,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,,,,,
no_checking,35,credits_paid_to_date,appliances,5177,greater_1000,4_to_7,4,female,none,4,savings_insurance,44,none,own,1,skilled,1,none,yes,,,,,
no_checking,18,prior_payments_delayed,retraining,2036,100_to_500,1_to_4,3,male,none,3,real_estate,28,stores,own,1,unskilled,1,yes,yes,,,,,
0_to_200,20,credits_paid_to_date,furniture,4787,less_100,4_to_7,2,male,none,3,savings_insurance,32,none,own,2,skilled,1,none,no,,,,,
less_0,4,no_credits,car_new,250,less_100,unemployed,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,,,,,
less_0,9,all_credits_paid_back,car_new,977,less_100,less_1,1,female,none,2,savings_insurance,25,stores,own,1,skilled,1,yes,yes,,,,,
no_checking,24,prior_payments_delayed,business,6254,100_to_500,1_to_4,4,female,none,4,unknown,52,none,own,1,skilled,1,none,yes,,,,,
no_checking,28,outstanding_credit,appliances,4868,greater_1000,4_to_7,4,female,co-applicant,4,savings_insurance,40,none,own,1,skilled,1,none,yes,,,,,
0_to_200,5,all_credits_paid_back,appliances,4991,less_100,less_1,3,female,none,3,car_other,28,none,own,1,management_self-employed,1,none,yes,,,,,
no_checking,40,prior_payments_delayed,repairs,8673,500_to_1000,greater_7,5,male,co-applicant,4,car_other,53,none,own,2,skilled,2,yes,yes,,,,,
greater_200,29,prior_payments_delayed,radio_tv,2871,100_to_500,4_to_7,4,male,co-applicant,4,real_estate,31,bank,own,1,unskilled,1,yes,yes,,,,,
0_to_200,5,prior_payments_delayed,furniture,3346,less_100,1_to_4,2,male,none,3,savings_insurance,26,stores,own,1,skilled,1,yes,yes,,,,,
0_to_200,15,credits_paid_to_date,furniture,1566,less_100,1_to_4,3,male,none,3,real_estate,28,none,rent,1,skilled,1,none,yes,,,,,
0_to_200,14,credits_paid_to_date,furniture,1326,less_100,1_to_4,2,female,none,2,real_estate,30,none,own,1,skilled,1,yes,yes,,,,,
no_checking,19,credits_paid_to_date,furniture,2378,100_to_500,1_to_4,3,female,none,3,real_estate,29,none,own,1,skilled,1,none,yes,,,,,
less_0,12,all_credits_paid_back,car_new,4152,less_100,1_to_4,2,male,none,3,savings_insurance,29,none,own,2,skilled,1,none,yes,,,,,
less_0,10,all_credits_paid_back,car_new,2173,less_100,less_1,1,male,none,1,real_estate,21,none,rent,1,skilled,1,none,yes,,,,,
less_0,12,all_credits_paid_back,furniture,250,less_100,1_to_4,3,female,none,1,car_other,29,none,own,1,skilled,1,none,yes,,,,,
0_to_200,32,credits_paid_to_date,appliances,2481,greater_1000,greater_7,3,male,none,3,unknown,41,none,rent,1,skilled,1,none,yes,,,,,
less_0,12,all_credits_paid_back,car_new,4152,less_100,1_to_4,2,male,none,3,savings_insurance,29,none,own,2,skilled,1,none,yes,,,,,
0_to_200,4,all_credits_paid_back,car_new,250,less_100,less_1,1,male,none,2,savings_insurance,21,stores,rent,1,skilled,1,none,yes,,,,,
no_checking,43,prior_payments_delayed,repairs,8886,greater_1000,greater_7,5,male,co-applicant,4,car_other,35,none,free,2,skilled,1,yes,yes,,,,,
greater_200,31,prior_payments_delayed,radio_tv,3914,100_to_500,1_to_4,4,female,co-applicant,3,real_estate,52,none,free,2,skilled,1,yes,yes,,,,,
0_to_200,12,credits_paid_to_date,car_new,250,500_to_1000,less_1,2,female,none,3,savings_insurance,36,stores,own,1,unskilled,1,yes,yes,,,,,
no_checking,23,outstanding_credit,car_used,1968,500_to_1000,1_to_4,3,female,none,3,real_estate,34,none,own,1,skilled,2,none,yes,,,,,
greater_200,35,all_credits_paid_back,car_used,5208,less_100,4_to_7,3,male,none,2,savings_insurance,31,none,own,2,skilled,1,yes,yes,,,,,
0_to_200,23,credits_paid_to_date,repairs,5082,less_100,4_to_7,2,female,none,3,car_other,44,none,free,2,skilled,1,none,yes,,,,,
less_0,6,outstanding_credit,radio_tv,1169,unknown,greater_7,4,male,none,4,real_estate,67,none,own,2,skilled,1,yes,yes,,,,,
less_0,42,credits_paid_to_date,furniture,7882,less_100,4_to_7,2,male,guarantor,4,savings_insurance,45,none,free,1,skilled,2,none,yes,,,,,
no_checking,36,credits_paid_to_date,education,9055,unknown,1_to_4,2,male,none,4,unknown,35,none,free,1,unskilled,2,yes,yes,,,,,
no_checking,24,credits_paid_to_date,furniture,2835,500_to_1000,greater_7,3,male,none,4,savings_insurance,53,none,own,1,skilled,1,none,yes,,,,,
0_to_200,36,credits_paid_to_date,car_used,6948,less_100,1_to_4,2,male,none,2,car_other,35,none,rent,1,management_self-employed,1,yes,yes,,,,,
no_checking,12,credits_paid_to_date,radio_tv,3059,greater_1000,4_to_7,2,male,none,4,real_estate,61,none,own,1,unskilled,1,none,yes,,,,,
0_to_200,12,credits_paid_to_date,radio_tv,1567,less_100,1_to_4,1,female,none,1,car_other,22,none,own,1,skilled,1,yes,yes,,,,,
less_0,15,credits_paid_to_date,car_new,1403,less_100,1_to_4,2,female,none,4,car_other,28,none,rent,1,skilled,1,none,yes,,,,,
no_checking,24,outstanding_credit,radio_tv,2424,unknown,greater_7,4,male,none,4,savings_insurance,53,none,own,2,skilled,1,none,yes,,,,,
less_0,30,no_credits,business,8072,unknown,less_1,2,male,none,3,car_other,25,bank,own,3,skilled,1,none,yes,,,,,
no_checking,24,credits_paid_to_date,radio_tv,3430,500_to_1000,greater_7,3,male,none,2,car_other,31,none,own,1,skilled,2,yes,yes,,,,,
no_checking,9,outstanding_credit,car_new,2134,less_100,1_to_4,4,male,none,4,car_other,48,none,own,3,skilled,1,yes,yes,,,,,
less_0,6,credits_paid_to_date,radio_tv,2647,500_to_1000,1_to_4,2,male,none,3,real_estate,44,none,rent,1,skilled,2,none,yes,,,,,
less_0,10,outstanding_credit,car_new,2241,less_100,less_1,1,male,none,3,real_estate,48,none,rent,2,unskilled,2,none,no,,,,,
0_to_200,12,outstanding_credit,car_used,1804,100_to_500,less_1,3,male,none,4,savings_insurance,44,none,own,1,skilled,1,none,yes,,,,,
no_checking,10,outstanding_credit,furniture,2069,unknown,1_to_4,2,male,none,1,car_other,26,none,own,2,skilled,1,none,no,,,,,
less_0,6,credits_paid_to_date,furniture,1374,less_100,1_to_4,1,male,none,2,real_estate,36,bank,own,1,unskilled,1,yes,yes,,,,,
no_checking,6,no_credits,radio_tv,426,less_100,greater_7,4,male,none,4,car_other,39,none,own,1,unskilled,1,none,yes,,,,,
less_0,10,all_credits_paid_back,car_used,250,100_to_500,less_1,1,female,none,2,savings_insurance,27,stores,own,3,unskilled,2,yes,yes,,,,,
greater_200,12,all_credits_paid_back,radio_tv,409,greater_1000,1_to_4,3,female,none,3,real_estate,42,none,rent,2,skilled,1,none,yes,,,,,
0_to_200,7,credits_paid_to_date,radio_tv,2415,less_100,1_to_4,3,male,guarantor,2,real_estate,34,none,own,1,skilled,1,none,yes,,,,,
0_to_200,18,credits_paid_to_date,business,1913,greater_1000,less_1,3,male,none,3,real_estate,36,bank,own,1,skilled,1,yes,yes,,,,,
less_0,24,credits_paid_to_date,furniture,4020,less_100,1_to_4,2,male,none,2,car_other,27,stores,own,1,skilled,1,none,yes,,,,,
0_to_200,18,credits_paid_to_date,car_new,5866,100_to_500,1_to_4,2,male,none,2,car_other,30,none,own,2,skilled,1,yes,yes,,,,,
no_checking,12,outstanding_credit,business,1264,unknown,greater_7,4,male,none,4,unknown,57,none,rent,1,unskilled,1,none,yes,,,,,
less_0,20,prior_payments_delayed,radio_tv,1155,greater_1000,1_to_4,3,male,none,3,savings_insurance,33,none,rent,2,skilled,1,yes,yes,,,,,
0_to_200,11,credits_paid_to_date,car_used,1139,500_to_1000,4_to_7,3,male,none,2,savings_insurance,25,none,rent,1,skilled,1,none,yes,,,,,
0_to_200,11,prior_payments_delayed,furniture,250,greater_1000,4_to_7,3,male,none,3,car_other,32,bank,own,1,unemployed,1,none,yes,,,,,
less_0,20,credits_paid_to_date,furniture,2646,500_to_1000,1_to_4,3,male,none,2,car_other,31,none,rent,1,skilled,1,none,yes,,,,,
greater_200,26,credits_paid_to_date,repairs,6010,greater_1000,greater_7,4,male,none,4,car_other,42,none,own,2,skilled,1,none,yes,,,,,
no_checking,40,outstanding_credit,repairs,8741,greater_1000,greater_7,4,male,co-applicant,3,car_other,55,none,free,2,skilled,1,yes,yes,,,,,
greater_200,20,all_credits_paid_back,furniture,654,500_to_1000,less_1,3,male,none,3,savings_insurance,21,none,own,1,skilled,1,none,yes,,,,,
no_checking,35,outstanding_credit,vacation,9443,greater_1000,4_to_7,5,male,none,3,unknown,48,none,free,2,skilled,2,yes,yes,,,,,
0_to_200,20,prior_payments_delayed,car_used,2113,100_to_500,1_to_4,2,male,none,3,savings_insurance,37,bank,rent,1,unemployed,1,yes,yes,,,,,
no_checking,24,prior_payments_delayed,business,4300,100_to_500,less_1,2,female,none,3,car_other,39,none,own,2,skilled,1,yes,yes,,,,,
less_0,16,credits_paid_to_date,furniture,4480,less_100,less_1,2,female,none,3,car_other,36,none,own,2,skilled,1,none,yes,,,,,
0_to_200,4,prior_payments_delayed,radio_tv,2401,100_to_500,less_1,3,male,none,2,savings_insurance,21,stores,rent,1,unskilled,1,none,yes,,,,,
less_0,13,credits_paid_to_date,car_used,3068,less_100,unemployed,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,,,,,
greater_200,12,credits_paid_to_date,furniture,1474,less_100,less_1,4,female,none,1,savings_insurance,33,bank,own,1,management_self-employed,1,yes,yes,,,,,
no_checking,48,outstanding_credit,education,6110,less_100,1_to_4,1,male,none,3,unknown,31,bank,free,1,skilled,1,yes,yes,,,,,
greater_200,10,credits_paid_to_date,appliances,1225,less_100,1_to_4,2,male,none,2,car_other,37,none,own,1,skilled,1,yes,yes,,,,,
0_to_200,9,credits_paid_to_date,radio_tv,458,less_100,1_to_4,4,male,none,3,real_estate,24,none,own,1,skilled,1,none,yes,,,,,
no_checking,30,credits_paid_to_date,radio_tv,2333,500_to_1000,greater_7,4,male,none,2,car_other,30,bank,own,1,management_self-employed,1,none,yes,,,,,
0_to_200,12,credits_paid_to_date,radio_tv,1158,500_to_1000,1_to_4,3,male,none,1,car_other,26,none,own,1,skilled,1,yes,yes,,,,,
0_to_200,18,prior_payments_delayed,repairs,6204,less_100,1_to_4,2,male,none,4,real_estate,44,none,own,1,unskilled,2,yes,yes,,,,,
less_0,30,outstanding_credit,car_used,6187,100_to_500,4_to_7,1,male,none,4,car_other,24,none,rent,2,skilled,1,none,yes,,,,,
no_checking,11,outstanding_credit,car_new,1393,less_100,less_1,4,female,none,4,car_other,35,none,own,2,management_self-employed,1,none,yes,,,,,
no_checking,36,credits_paid_to_date,radio_tv,2299,500_to_1000,greater_7,4,male,none,4,car_other,39,none,own,1,skilled,1,none,yes,,,,,
less_0,6,credits_paid_to_date,car_used,1352,500_to_1000,unemployed,1,female,none,2,savings_insurance,23,none,rent,1,unemployed,1,yes,yes,,,,,
no_checking,11,outstanding_credit,car_new,7228,less_100,1_to_4,1,male,none,4,savings_insurance,39,none,own,2,unskilled,1,none,yes,,,,,
no_checking,12,credits_paid_to_date,radio_tv,2073,100_to_500,1_to_4,4,female,co-applicant,2,real_estate,28,none,own,1,skilled,1,none,yes,,,,,
no_checking,26,outstanding_credit,furniture,5978,unknown,4_to_7,4,female,none,5,car_other,48,none,own,2,management_self-employed,2,yes,yes,,,,,
no_checking,8,prior_payments_delayed,car_new,4710,100_to_500,greater_7,4,male,none,5,car_other,42,none,own,1,management_self-employed,2,yes,no,,,,,
no_checking,32,outstanding_credit,repairs,6331,unknown,greater_7,5,male,co-applicant,4,car_other,48,none,free,2,management_self-employed,2,yes,yes,,,,,
no_checking,23,outstanding_credit,car_used,1968,500_to_1000,1_to_4,3,female,none,3,real_estate,34,none,own,1,skilled,2,none,yes,,,,,
greater_200,28,prior_payments_delayed,radio_tv,675,100_to_500,4_to_7,3,female,none,2,real_estate,49,none,own,1,skilled,1,yes,yes,,,,,
less_0,26,outstanding_credit,radio_tv,1853,100_to_500,greater_7,4,female,none,2,car_other,37,stores,own,1,unskilled,1,none,yes,,,,,
0_to_200,24,prior_payments_delayed,furniture,2333,unknown,less_1,4,male,none,2,savings_insurance,29,bank,own,1,unskilled,1,none,yes,,,,,
0_to_200,27,prior_payments_delayed,car_used,5965,less_100,greater_7,1,male,none,2,car_other,30,none,own,2,management_self-employed,1,yes,yes,,,,,
no_checking,12,credits_paid_to_date,radio_tv,1262,less_100,1_to_4,3,male,none,2,car_other,25,none,own,1,skilled,1,none,yes,,,,,
no_checking,18,credits_paid_to_date,car_used,3378,unknown,1_to_4,2,male,none,1,savings_insurance,31,none,own,1,skilled,1,yes,yes,,,,,
